reference,customer_name,status,last_update
TV-101544,Baywater Freight,picked_up,2026-07-07T01:52:00Z
TV-101545,Northern Textiles,created,2026-07-07T08:24:00Z
TV-101546,Silverline Logistics,in_transit,2026-07-03T06:54:00Z
TV-101547,Redwood Packaging,created,2026-07-03T18:26:00Z
TV-101548,Baywater Retail,in_transit,2026-07-09T06:38:00Z
TV-101549,Coastal Supplies,created,2026-07-03T09:23:00Z
TV-101550,Summit Motors,picked_up,2026-07-05T23:17:00Z
TV-101551,Summit Pharma,created,2026-07-06T15:13:00Z
TV-101552,Skyline Pharma,in_transit,2026-07-09T08:26:00Z
TV-101553,Kingsway Freight,created,2026-07-05T01:35:00Z
TV-101554,Skyline Hardware,delivered,2026-07-08T03:56:00Z
TV-101555,Silverline Supplies,delivered,2026-07-03T21:40:00Z
TV-101556,Harbour Beverages,delivered,2026-07-03T11:33:00Z
TV-101557,Coastal Retail,delivered,2026-07-09T01:26:00Z
TV-101558,Kingsway Hardware,failed,2026-07-09T00:05:00Z
TV-101559,Harbour Freight,delivered,2026-07-07T06:43:00Z
TV-101560,Baywater Freight,delivered,2026-07-09T05:47:00Z
TV-101561,Coastal Trading,picked_up,2026-07-02T01:40:00Z
TV-101562,Eastlink Packaging,delivered,2026-07-02T17:31:00Z
TV-101563,Baywater Electronics,delivered,2026-07-04T12:03:00Z
TV-101564,Kingsway Hardware,delivered,2026-07-05T09:14:00Z
TV-101565,Redwood Distribution,delivered,2026-07-06T20:18:00Z
TV-101566,Summit Distribution,delivered,2026-07-02T13:30:00Z
TV-101567,Golden Logistics,picked_up,2026-07-08T11:35:00Z
TV-101568,Kingsway Hardware,created,2026-07-02T02:37:00Z
TV-101569,Crestview Electronics,failed,2026-07-03T08:54:00Z
TV-101570,Highland Electronics,picked_up,2026-07-04T18:40:00Z
TV-101571,Redwood Motors,created,2026-07-08T20:31:00Z
TV-101572,Skyline Hardware,delivered,2026-07-03T15:08:00Z
TV-101573,Ironbark Motors,in_transit,2026-07-07T12:07:00Z
TV-101574,Pacific Supplies,created,2026-07-10T00:36:00Z
TV-101575,Sunrise Wholesale,created,2026-07-05T16:45:00Z
TV-101576,Pacific Logistics,delivered,2026-07-06T13:31:00Z
TV-101577,Riverside Foods,in_transit,2026-07-09T08:48:00Z
TV-101578,Crestview Foods,in_transit,2026-07-09T11:26:00Z
TV-101579,Silverline Hardware,delivered,2026-07-08T20:14:00Z
TV-101580,Silverline Packaging,delivered,2026-07-06T17:57:00Z
TV-101581,Metro Foods,created,2026-07-05T18:52:00Z
TV-101582,Coastal Motors,delivered,2026-07-08T08:27:00Z
TV-101583,Acme Electronics,in_transit,2026-07-02T00:46:00Z
TV-101584,Coastal Motors,failed,2026-07-05T12:03:00Z
TV-101585,Ironbark Supplies,created,2026-07-10T00:56:00Z
TV-101586,Bluegum Wholesale,in_transit,2026-07-05T09:35:00Z
TV-101587,Eastlink Hardware,picked_up,2026-07-04T03:36:00Z
TV-101588,Harbour Packaging,created,2026-07-09T03:52:00Z
TV-101589,Acme Pharma,in_transit,2026-07-03T06:21:00Z
TV-101590,Bluegum Electronics,delivered,2026-07-08T19:36:00Z
TV-101591,Acme Textiles,delivered,2026-07-04T08:48:00Z
TV-101592,Crestview Electronics,created,2026-07-04T22:25:00Z
TV-101593,Summit Textiles,created,2026-07-06T21:21:00Z
TV-101594,Redwood Motors,in_transit,2026-07-06T23:38:00Z
TV-101595,Highland Distribution,in_transit,2026-07-03T05:30:00Z
TV-101596,Kingsway Hardware,delivered,2026-07-03T15:05:00Z
TV-101597,Northern Distribution,created,2026-07-07T10:19:00Z
TV-101598,Crestview Motors,in_transit,2026-07-07T20:36:00Z
TV-101599,Baywater Freight,created,2026-07-09T11:58:00Z
TV-101600,Baywater Motors,in_transit,2026-07-02T02:22:00Z
TV-101601,Coastal Motors,delivered,2026-07-03T17:16:00Z
TV-101602,Skyline Supplies,in_transit,2026-07-07T01:48:00Z
TV-101603,Bluegum Supplies,in_transit,2026-07-03T14:38:00Z
TV-101604,Silverline Retail,delivered,2026-07-08T23:22:00Z
TV-101605,Kingsway Trading,picked_up,2026-07-07T21:31:00Z
TV-101606,Silverline Motors,delivered,2026-07-04T09:09:00Z
TV-101607,Pacific Pharma,delivered,2026-07-07T18:35:00Z
TV-101608,Eastlink Retail,delivered,2026-07-03T00:20:00Z
TV-101609,Bluegum Wholesale,in_transit,2026-07-06T06:53:00Z
TV-101610,Northern Packaging,created,2026-07-08T13:06:00Z
TV-101611,Riverside Distribution,in_transit,2026-07-08T16:24:00Z
TV-101612,Eastlink Freight,picked_up,2026-07-05T22:49:00Z
TV-101613,Skyline Foods,created,2026-07-04T03:03:00Z
TV-101614,Pacific Trading,delivered,2026-07-06T03:14:00Z
TV-101615,Metro Motors,picked_up,2026-07-01T15:57:00Z
TV-101616,Pacific Textiles,picked_up,2026-07-08T15:56:00Z
TV-101617,Harbour Wholesale,created,2026-07-01T23:06:00Z
TV-101618,Coastal Hardware,created,2026-07-05T23:08:00Z
TV-101619,Golden Trading,created,2026-07-05T20:22:00Z
TV-101620,Baywater Motors,created,2026-07-07T06:31:00Z
TV-101621,Harbour Trading,in_transit,2026-07-06T23:33:00Z
TV-101622,Baywater Textiles,in_transit,2026-07-05T01:55:00Z
TV-101623,Northern Retail,picked_up,2026-07-06T03:28:00Z
TV-101624,Sunrise Supplies,picked_up,2026-07-04T10:58:00Z
TV-101625,Silverline Wholesale,created,2026-07-06T21:54:00Z
TV-101626,Silverline Supplies,created,2026-07-04T22:25:00Z
TV-101627,Golden Wholesale,picked_up,2026-07-04T11:50:00Z
TV-101628,Acme Hardware,in_transit,2026-07-04T20:09:00Z
TV-101629,Pacific Textiles,created,2026-07-09T17:55:00Z
TV-101630,Silverline Supplies,picked_up,2026-07-04T05:04:00Z
TV-101631,Summit Pharma,in_transit,2026-07-09T03:07:00Z
TV-101632,Acme Beverages,delivered,2026-07-05T18:04:00Z
TV-101633,Harbour Beverages,in_transit,2026-07-04T18:09:00Z
TV-101634,Northern Packaging,picked_up,2026-07-04T17:12:00Z
TV-101635,Ironbark Beverages,delivered,2026-07-08T12:24:00Z
TV-101636,Pacific Distribution,delivered,2026-07-10T07:32:00Z
TV-101637,Bluegum Beverages,delivered,2026-07-06T16:38:00Z
TV-101638,Riverside Textiles,delivered,2026-07-02T11:24:00Z
TV-101639,Bluegum Electronics,created,2026-07-05T08:04:00Z
TV-101640,Acme Motors,in_transit,2026-07-06T11:46:00Z
TV-101641,Sunrise Motors,picked_up,2026-07-08T12:04:00Z
TV-101642,Northern Hardware,created,2026-07-05T21:24:00Z
TV-101643,Riverside Trading,created,2026-07-02T14:15:00Z
TV-101644,Bluegum Motors,picked_up,2026-07-08T02:12:00Z
TV-101645,Golden Distribution,delivered,2026-07-06T18:37:00Z
TV-101646,Northern Freight,in_transit,2026-07-04T12:56:00Z
TV-101647,Crestview Packaging,picked_up,2026-07-05T19:27:00Z
TV-101648,Acme Beverages,picked_up,2026-07-01T13:39:00Z
TV-101649,Sunrise Trading,picked_up,2026-07-02T08:17:00Z
TV-101650,Crestview Electronics,picked_up,2026-07-01T21:35:00Z
TV-101651,Harbour Wholesale,in_transit,2026-07-03T00:45:00Z
TV-101652,Redwood Supplies,created,2026-07-01T11:51:00Z
TV-101653,Kingsway Freight,delivered,2026-07-08T23:56:00Z
TV-101654,Metro Distribution,picked_up,2026-07-03T12:01:00Z
TV-101655,Bluegum Packaging,delivered,2026-07-02T19:33:00Z
TV-101656,Northern Supplies,picked_up,2026-07-04T13:16:00Z
TV-101657,Skyline Distribution,picked_up,2026-07-01T15:51:00Z
TV-101658,Coastal Electronics,delivered,2026-07-04T03:48:00Z
TV-101659,Acme Foods,delivered,2026-07-02T07:24:00Z
TV-101660,Crestview Hardware,in_transit,2026-07-09T05:14:00Z
TV-101661,Bluegum Textiles,delivered,2026-07-09T09:27:00Z
TV-101662,Silverline Logistics,created,2026-07-02T10:01:00Z
TV-101663,Coastal Electronics,picked_up,2026-07-06T16:35:00Z
TV-101664,Metro Pharma,created,2026-07-01T09:27:00Z
TV-101665,Coastal Retail,in_transit,2026-07-05T19:46:00Z
TV-101666,Riverside Distribution,created,2026-07-07T22:30:00Z
TV-101667,Sunrise Retail,delivered,2026-07-05T04:37:00Z
TV-101668,Metro Freight,delivered,2026-07-02T22:43:00Z
TV-101669,Metro Textiles,picked_up,2026-07-07T00:19:00Z
TV-101670,Metro Electronics,delivered,2026-07-04T13:15:00Z
TV-101671,Ironbark Supplies,in_transit,2026-07-07T05:10:00Z
TV-101672,Kingsway Motors,in_transit,2026-07-09T17:12:00Z
TV-101673,Northern Retail,delivered,2026-07-01T22:31:00Z
TV-101674,Kingsway Distribution,picked_up,2026-07-01T17:47:00Z
TV-101675,Summit Beverages,delivered,2026-07-06T07:10:00Z
TV-101676,Coastal Textiles,created,2026-07-06T08:33:00Z
TV-101677,Summit Packaging,delivered,2026-07-06T22:37:00Z
TV-101678,Coastal Freight,picked_up,2026-07-02T17:45:00Z
TV-101679,Riverside Textiles,in_transit,2026-07-03T09:19:00Z
TV-101680,Baywater Trading,in_transit,2026-07-07T17:48:00Z
TV-101681,Baywater Retail,created,2026-07-07T07:38:00Z
TV-101682,Kingsway Hardware,created,2026-07-04T03:13:00Z
TV-101683,Skyline Hardware,in_transit,2026-07-01T15:05:00Z
TV-101684,Coastal Electronics,created,2026-07-05T19:38:00Z
TV-101685,Golden Logistics,created,2026-07-05T00:20:00Z
TV-101686,Metro Electronics,delivered,2026-07-06T11:59:00Z
TV-101687,Highland Foods,in_transit,2026-07-01T19:58:00Z
TV-101688,Pacific Motors,picked_up,2026-07-03T17:43:00Z
TV-101689,Harbour Pharma,in_transit,2026-07-01T23:09:00Z
TV-101690,Crestview Distribution,delivered,2026-07-02T09:16:00Z
TV-101691,Acme Packaging,delivered,2026-07-02T08:21:00Z
TV-101692,Crestview Distribution,delivered,2026-07-10T04:51:00Z
TV-101693,Skyline Foods,picked_up,2026-07-02T16:55:00Z
TV-101694,Highland Retail,in_transit,2026-07-09T03:02:00Z
TV-101695,Redwood Trading,created,2026-07-05T12:20:00Z
TV-101696,Metro Electronics,delivered,2026-07-06T18:05:00Z
TV-101697,Bluegum Motors,created,2026-07-09T22:34:00Z
TV-101698,Bluegum Freight,picked_up,2026-07-06T06:32:00Z
TV-101699,Sunrise Hardware,failed,2026-07-05T05:19:00Z
TV-101700,Redwood Hardware,picked_up,2026-07-06T23:15:00Z
TV-101701,Sunrise Supplies,created,2026-07-04T15:22:00Z
TV-101702,Golden Retail,delivered,2026-07-04T18:01:00Z
TV-101703,Redwood Supplies,in_transit,2026-07-04T03:53:00Z
TV-101704,Harbour Beverages,created,2026-07-07T14:27:00Z
TV-101705,Redwood Supplies,failed,2026-07-02T13:23:00Z
TV-101706,Baywater Packaging,delivered,2026-07-08T20:27:00Z
TV-101707,Harbour Motors,in_transit,2026-07-07T23:53:00Z
TV-101708,Sunrise Retail,created,2026-07-09T18:12:00Z
TV-101709,Harbour Supplies,delivered,2026-07-01T20:21:00Z
TV-101710,Baywater Textiles,in_transit,2026-07-04T21:43:00Z
TV-101711,Metro Wholesale,delivered,2026-07-08T10:20:00Z
TV-101712,Riverside Freight,picked_up,2026-07-03T17:38:00Z
TV-101713,Summit Supplies,in_transit,2026-07-08T23:53:00Z
TV-101714,Summit Logistics,created,2026-07-05T19:50:00Z
TV-101715,Crestview Packaging,delivered,2026-07-06T13:39:00Z
TV-101716,Highland Packaging,delivered,2026-07-04T18:41:00Z
TV-101717,Crestview Motors,in_transit,2026-07-09T04:35:00Z
TV-101718,Acme Trading,picked_up,2026-07-02T20:53:00Z
TV-101719,Northern Packaging,created,2026-07-09T06:03:00Z
TV-101720,Golden Hardware,failed,2026-07-06T19:22:00Z
TV-101721,Skyline Motors,picked_up,2026-07-02T07:30:00Z
TV-101722,Acme Freight,delivered,2026-07-06T03:12:00Z
TV-101723,Sunrise Foods,picked_up,2026-07-09T17:44:00Z
TV-101724,Eastlink Trading,delivered,2026-07-07T23:48:00Z
TV-101725,Ironbark Logistics,delivered,2026-07-01T21:54:00Z
TV-101726,Kingsway Textiles,delivered,2026-07-06T01:30:00Z
TV-101727,Kingsway Supplies,in_transit,2026-07-01T18:06:00Z
TV-101728,Pacific Pharma,delivered,2026-07-03T23:19:00Z
TV-101729,Ironbark Pharma,failed,2026-07-07T21:23:00Z
TV-101730,Summit Foods,delivered,2026-07-06T17:15:00Z
TV-101731,Bluegum Logistics,in_transit,2026-07-06T10:25:00Z
TV-101732,Coastal Foods,picked_up,2026-07-06T16:08:00Z
TV-101733,Ironbark Beverages,picked_up,2026-07-08T00:28:00Z
TV-101734,Skyline Textiles,delivered,2026-07-02T19:48:00Z
TV-101735,Coastal Motors,delivered,2026-07-08T23:48:00Z
TV-101736,Northern Distribution,picked_up,2026-07-08T09:48:00Z
TV-101737,Kingsway Retail,created,2026-07-08T22:09:00Z
TV-101738,Kingsway Freight,picked_up,2026-07-08T05:24:00Z
TV-101739,Eastlink Trading,delivered,2026-07-04T18:55:00Z
TV-101740,Metro Wholesale,created,2026-07-05T09:58:00Z
TV-101741,Pacific Motors,picked_up,2026-07-07T01:28:00Z
TV-101742,Highland Trading,delivered,2026-07-02T15:07:00Z
TV-101743,Metro Wholesale,picked_up,2026-07-06T20:48:00Z
TV-101744,Silverline Distribution,created,2026-07-10T02:17:00Z
TV-101745,Pacific Beverages,created,2026-07-09T08:53:00Z
TV-101746,Summit Freight,delivered,2026-07-09T22:22:00Z
TV-101747,Pacific Pharma,created,2026-07-07T17:35:00Z
TV-101748,Coastal Retail,created,2026-07-03T16:05:00Z
TV-101749,Redwood Foods,delivered,2026-07-10T00:04:00Z
TV-101750,Coastal Wholesale,created,2026-07-03T02:07:00Z
TV-101751,Sunrise Supplies,created,2026-07-03T15:07:00Z
TV-101752,Kingsway Wholesale,created,2026-07-04T02:59:00Z
TV-101753,Metro Wholesale,picked_up,2026-07-02T07:16:00Z
TV-101754,Eastlink Retail,delivered,2026-07-05T10:28:00Z
TV-101755,Eastlink Retail,delivered,2026-07-10T06:57:00Z
TV-101756,Sunrise Packaging,delivered,2026-07-05T23:46:00Z
TV-101757,Sunrise Retail,in_transit,2026-07-01T16:07:00Z
TV-101758,Ironbark Wholesale,created,2026-07-02T07:09:00Z
TV-101759,Pacific Supplies,picked_up,2026-07-06T06:31:00Z
TV-101760,Pacific Hardware,picked_up,2026-07-07T20:53:00Z
TV-101761,Crestview Beverages,in_transit,2026-07-06T02:29:00Z
TV-101762,Ironbark Beverages,in_transit,2026-07-09T13:01:00Z
TV-101763,Highland Beverages,in_transit,2026-07-07T08:07:00Z
TV-101764,Northern Beverages,delivered,2026-07-06T09:50:00Z
TV-101765,Coastal Beverages,delivered,2026-07-09T06:27:00Z
TV-101766,Northern Beverages,delivered,2026-07-10T03:44:00Z
TV-101767,Ironbark Supplies,created,2026-07-07T10:45:00Z
TV-101768,Silverline Distribution,picked_up,2026-07-07T06:07:00Z
TV-101769,Ironbark Motors,in_transit,2026-07-07T06:21:00Z
TV-101770,Silverline Electronics,created,2026-07-01T15:36:00Z
TV-101771,Bluegum Pharma,in_transit,2026-07-09T14:23:00Z
TV-101772,Metro Hardware,created,2026-07-05T13:50:00Z
TV-101773,Summit Foods,created,2026-07-01T21:02:00Z
TV-101774,Ironbark Trading,created,2026-07-06T11:44:00Z
TV-101775,Skyline Distribution,picked_up,2026-07-05T07:39:00Z
TV-101776,Crestview Pharma,picked_up,2026-07-09T11:03:00Z
TV-101777,Redwood Electronics,created,2026-07-05T01:31:00Z
TV-101778,Summit Retail,in_transit,2026-07-06T12:03:00Z
TV-101779,Harbour Logistics,delivered,2026-07-02T06:22:00Z
TV-101780,Northern Foods,picked_up,2026-07-06T18:02:00Z
TV-101781,Silverline Pharma,delivered,2026-07-08T00:37:00Z
TV-101782,Kingsway Hardware,in_transit,2026-07-07T23:33:00Z
TV-101783,Kingsway Textiles,delivered,2026-07-09T04:08:00Z
TV-101784,Redwood Retail,picked_up,2026-07-02T23:24:00Z
TV-101785,Redwood Packaging,delivered,2026-07-02T19:19:00Z
TV-101786,Kingsway Logistics,picked_up,2026-07-06T12:21:00Z
TV-101787,Highland Packaging,in_transit,2026-07-02T16:25:00Z
TV-101788,Baywater Distribution,created,2026-07-05T12:55:00Z
TV-101789,Summit Wholesale,failed,2026-07-03T01:51:00Z
TV-101790,Skyline Foods,in_transit,2026-07-04T18:48:00Z
TV-101791,Golden Motors,failed,2026-07-02T23:00:00Z
TV-101792,Skyline Trading,created,2026-07-04T19:19:00Z
TV-101793,Summit Pharma,delivered,2026-07-01T08:34:00Z
TV-101794,Kingsway Electronics,created,2026-07-06T02:01:00Z
TV-101795,Crestview Foods,delivered,2026-07-05T04:14:00Z
TV-101796,Golden Pharma,picked_up,2026-07-10T00:03:00Z
TV-101797,Sunrise Retail,delivered,2026-07-08T22:11:00Z
TV-101798,Highland Hardware,in_transit,2026-07-02T08:23:00Z
TV-101799,Crestview Wholesale,delivered,2026-07-03T23:34:00Z
TV-101800,Metro Hardware,delivered,2026-07-09T16:57:00Z
TV-101801,Acme Electronics,picked_up,2026-07-09T09:06:00Z
TV-101802,Summit Hardware,in_transit,2026-07-07T17:12:00Z
TV-101803,Silverline Electronics,picked_up,2026-07-08T08:56:00Z
TV-101804,Kingsway Pharma,picked_up,2026-07-09T20:57:00Z
TV-101805,Silverline Retail,created,2026-07-08T19:44:00Z
TV-101806,Northern Trading,in_transit,2026-07-10T06:50:00Z
TV-101807,Silverline Electronics,delivered,2026-07-02T07:06:00Z
TV-101808,Acme Wholesale,created,2026-07-06T22:12:00Z
TV-101809,Redwood Wholesale,delivered,2026-07-01T14:34:00Z
TV-101810,Summit Pharma,created,2026-07-02T15:18:00Z
TV-101811,Metro Motors,picked_up,2026-07-03T09:52:00Z
TV-101812,Riverside Logistics,in_transit,2026-07-05T23:12:00Z
TV-101813,Acme Textiles,in_transit,2026-07-03T09:33:00Z
TV-101814,Ironbark Retail,delivered,2026-07-02T10:57:00Z
TV-101815,Crestview Packaging,in_transit,2026-07-04T06:25:00Z
TV-101816,Eastlink Motors,created,2026-07-03T15:18:00Z
TV-101817,Redwood Motors,picked_up,2026-07-06T22:36:00Z
TV-101818,Pacific Wholesale,created,2026-07-04T09:32:00Z
TV-101819,Kingsway Logistics,delivered,2026-07-02T01:52:00Z
TV-101820,Metro Pharma,picked_up,2026-07-01T13:05:00Z
TV-101821,Silverline Hardware,created,2026-07-04T03:15:00Z
TV-101822,Bluegum Foods,in_transit,2026-07-07T19:10:00Z
TV-101823,Golden Wholesale,picked_up,2026-07-10T05:46:00Z
TV-101824,Eastlink Pharma,picked_up,2026-07-10T05:32:00Z
TV-101825,Acme Packaging,delivered,2026-07-01T19:24:00Z
TV-101826,Riverside Logistics,in_transit,2026-07-08T18:19:00Z
TV-101827,Highland Distribution,delivered,2026-07-04T10:37:00Z
TV-101828,Northern Electronics,delivered,2026-07-05T07:57:00Z
TV-101829,Riverside Textiles,in_transit,2026-07-01T20:25:00Z
TV-101830,Harbour Supplies,created,2026-07-04T18:05:00Z
TV-101831,Silverline Distribution,picked_up,2026-07-09T13:59:00Z
TV-101832,Redwood Motors,picked_up,2026-07-08T06:41:00Z
TV-101833,Metro Motors,in_transit,2026-07-08T13:26:00Z
TV-101834,Ironbark Wholesale,in_transit,2026-07-04T03:09:00Z
TV-101835,Golden Hardware,in_transit,2026-07-01T12:20:00Z
TV-101836,Acme Hardware,delivered,2026-07-01T09:10:00Z
TV-101837,Crestview Pharma,delivered,2026-07-10T00:12:00Z
TV-101838,Acme Beverages,created,2026-07-07T11:05:00Z
TV-101839,Summit Wholesale,delivered,2026-07-08T23:34:00Z
TV-101840,Coastal Supplies,delivered,2026-07-08T04:11:00Z
TV-101841,Sunrise Wholesale,created,2026-07-02T18:04:00Z
TV-101842,Eastlink Textiles,delivered,2026-07-01T10:33:00Z
TV-101843,Coastal Trading,failed,2026-07-04T12:46:00Z
TV-101844,Eastlink Trading,in_transit,2026-07-09T12:00:00Z
TV-101845,Metro Foods,in_transit,2026-07-01T18:02:00Z
TV-101846,Northern Packaging,picked_up,2026-07-01T09:56:00Z
TV-101847,Baywater Pharma,created,2026-07-04T11:44:00Z
TV-101848,Baywater Hardware,picked_up,2026-07-08T20:10:00Z
TV-101849,Baywater Retail,picked_up,2026-07-02T01:50:00Z
TV-101850,Baywater Packaging,picked_up,2026-07-04T06:53:00Z
TV-101851,Acme Textiles,in_transit,2026-07-03T12:23:00Z
TV-101852,Silverline Beverages,in_transit,2026-07-09T01:52:00Z
TV-101853,Pacific Packaging,delivered,2026-07-08T15:01:00Z
TV-101854,Metro Freight,delivered,2026-07-05T23:06:00Z
TV-101855,Coastal Pharma,delivered,2026-07-06T23:19:00Z
TV-101856,Metro Beverages,picked_up,2026-07-01T20:49:00Z
TV-101857,Acme Supplies,delivered,2026-07-04T22:21:00Z
TV-101858,Acme Textiles,created,2026-07-07T20:08:00Z
TV-101859,Eastlink Trading,delivered,2026-07-02T04:19:00Z
TV-101860,Summit Logistics,in_transit,2026-07-02T01:09:00Z
TV-101861,Ironbark Packaging,created,2026-07-08T01:48:00Z
TV-101862,Eastlink Wholesale,created,2026-07-06T17:19:00Z
TV-101863,Eastlink Freight,in_transit,2026-07-07T05:54:00Z
TV-101864,Summit Hardware,delivered,2026-07-10T00:38:00Z
TV-101865,Pacific Beverages,created,2026-07-02T07:21:00Z
TV-101866,Harbour Motors,failed,2026-07-04T21:32:00Z
TV-101867,Skyline Electronics,delivered,2026-07-01T22:57:00Z
TV-101868,Pacific Pharma,created,2026-07-02T11:48:00Z
TV-101869,Summit Electronics,delivered,2026-07-05T21:41:00Z
TV-101870,Highland Logistics,picked_up,2026-07-08T03:43:00Z
TV-101871,Highland Electronics,delivered,2026-07-06T04:54:00Z
TV-101872,Redwood Wholesale,created,2026-07-06T11:59:00Z
TV-101873,Acme Electronics,created,2026-07-02T12:02:00Z
TV-101874,Golden Hardware,picked_up,2026-07-07T20:31:00Z
TV-101875,Kingsway Textiles,in_transit,2026-07-06T02:57:00Z
TV-101876,Golden Motors,picked_up,2026-07-04T02:23:00Z
TV-101877,Skyline Electronics,failed,2026-07-02T18:51:00Z
TV-101878,Baywater Beverages,in_transit,2026-07-04T20:58:00Z
TV-101879,Kingsway Distribution,picked_up,2026-07-03T00:15:00Z
TV-101880,Acme Pharma,in_transit,2026-07-05T12:42:00Z
TV-101881,Eastlink Pharma,picked_up,2026-07-01T23:39:00Z
TV-101882,Coastal Trading,created,2026-07-06T03:15:00Z
TV-101883,Harbour Wholesale,picked_up,2026-07-10T06:25:00Z
TV-101884,Sunrise Electronics,delivered,2026-07-09T05:43:00Z
TV-101885,Skyline Supplies,in_transit,2026-07-08T08:14:00Z
TV-101886,Pacific Foods,created,2026-07-06T12:03:00Z
TV-101887,Eastlink Textiles,created,2026-07-08T14:25:00Z
TV-101888,Kingsway Textiles,picked_up,2026-07-04T01:16:00Z
TV-101889,Crestview Trading,in_transit,2026-07-09T18:05:00Z
TV-101890,Acme Freight,created,2026-07-05T11:04:00Z
TV-101891,Skyline Foods,created,2026-07-02T22:53:00Z
TV-101892,Acme Trading,in_transit,2026-07-01T19:59:00Z
TV-101893,Metro Textiles,picked_up,2026-07-03T19:47:00Z
TV-101894,Northern Logistics,picked_up,2026-07-03T08:45:00Z
TV-101895,Acme Packaging,in_transit,2026-07-02T11:37:00Z
TV-101896,Summit Wholesale,delivered,2026-07-08T18:49:00Z
TV-101897,Eastlink Wholesale,in_transit,2026-07-06T12:34:00Z
TV-101898,Highland Beverages,picked_up,2026-07-07T07:53:00Z
TV-101899,Golden Beverages,created,2026-07-02T16:21:00Z
TV-101900,Silverline Supplies,picked_up,2026-07-03T12:20:00Z
TV-101901,Bluegum Hardware,in_transit,2026-07-08T03:43:00Z
TV-101902,Highland Electronics,created,2026-07-10T00:22:00Z
TV-101903,Golden Wholesale,in_transit,2026-07-10T07:36:00Z
TV-101904,Redwood Electronics,in_transit,2026-07-02T18:31:00Z
TV-101905,Harbour Motors,picked_up,2026-07-09T14:36:00Z
TV-101906,Redwood Supplies,created,2026-07-03T05:43:00Z
TV-101907,Redwood Foods,in_transit,2026-07-07T00:08:00Z
TV-101908,Kingsway Textiles,in_transit,2026-07-07T07:29:00Z
TV-101909,Baywater Supplies,delivered,2026-07-04T09:16:00Z
TV-101910,Eastlink Beverages,created,2026-07-03T16:34:00Z
TV-101911,Northern Distribution,picked_up,2026-07-05T20:06:00Z
TV-101912,Riverside Beverages,delivered,2026-07-07T20:01:00Z
TV-101913,Harbour Retail,in_transit,2026-07-07T14:20:00Z
TV-101914,Redwood Wholesale,in_transit,2026-07-06T09:22:00Z
TV-101915,Redwood Electronics,created,2026-07-06T15:02:00Z
TV-101916,Bluegum Supplies,delivered,2026-07-06T15:40:00Z
TV-101917,Metro Supplies,delivered,2026-07-04T22:34:00Z
TV-101918,Eastlink Distribution,failed,2026-07-06T08:36:00Z
TV-101919,Skyline Packaging,in_transit,2026-07-02T06:30:00Z
TV-101920,Metro Beverages,created,2026-07-10T06:35:00Z
TV-101921,Coastal Logistics,created,2026-07-02T03:28:00Z
TV-101922,Ironbark Distribution,in_transit,2026-07-03T13:41:00Z
TV-101923,Highland Retail,in_transit,2026-07-03T12:03:00Z
TV-101924,Skyline Distribution,in_transit,2026-07-01T10:19:00Z
TV-101925,Baywater Motors,delivered,2026-07-05T22:47:00Z
TV-101926,Redwood Motors,delivered,2026-07-08T18:36:00Z
TV-101927,Eastlink Textiles,delivered,2026-07-03T22:08:00Z
TV-101928,Redwood Electronics,delivered,2026-07-03T23:49:00Z
TV-101929,Sunrise Wholesale,delivered,2026-07-09T13:17:00Z
TV-101930,Bluegum Motors,in_transit,2026-07-03T11:17:00Z
TV-101931,Sunrise Foods,delivered,2026-07-03T17:13:00Z
TV-101932,Golden Electronics,created,2026-07-05T14:19:00Z
TV-101933,Acme Foods,in_transit,2026-07-09T17:28:00Z
TV-101934,Eastlink Supplies,in_transit,2026-07-05T04:47:00Z
TV-101935,Silverline Distribution,delivered,2026-07-10T00:18:00Z
TV-101936,Pacific Beverages,created,2026-07-07T18:59:00Z
TV-101937,Highland Beverages,in_transit,2026-07-07T19:09:00Z
TV-101938,Northern Supplies,delivered,2026-07-05T16:07:00Z
TV-101939,Kingsway Freight,delivered,2026-07-03T11:25:00Z
TV-101940,Skyline Freight,delivered,2026-07-08T14:29:00Z
TV-101941,Highland Foods,picked_up,2026-07-01T16:45:00Z
TV-101942,Harbour Beverages,failed,2026-07-03T14:20:00Z
TV-101943,Eastlink Distribution,in_transit,2026-07-03T16:13:00Z
TV-101944,Pacific Wholesale,created,2026-07-06T12:09:00Z
TV-101945,Bluegum Supplies,picked_up,2026-07-05T01:13:00Z
TV-101946,Silverline Supplies,created,2026-07-02T19:15:00Z
TV-101947,Northern Retail,created,2026-07-05T18:13:00Z
TV-101948,Kingsway Retail,in_transit,2026-07-06T06:01:00Z
TV-101949,Northern Pharma,in_transit,2026-07-08T00:25:00Z
TV-101950,Northern Logistics,delivered,2026-07-04T11:12:00Z
TV-101951,Crestview Electronics,delivered,2026-07-02T01:28:00Z
TV-101952,Kingsway Foods,in_transit,2026-07-07T19:26:00Z
TV-101953,Harbour Distribution,created,2026-07-09T17:19:00Z
TV-101954,Skyline Supplies,delivered,2026-07-05T06:41:00Z
TV-101955,Eastlink Retail,picked_up,2026-07-06T01:20:00Z
TV-101956,Crestview Beverages,delivered,2026-07-06T13:01:00Z
TV-101957,Pacific Trading,created,2026-07-05T19:27:00Z
TV-101958,Silverline Distribution,picked_up,2026-07-04T10:45:00Z
TV-101959,Northern Beverages,created,2026-07-09T06:36:00Z
